repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
reeshho/bioinformatics-fasta-fastq	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	reeshho/bioinformatics-fasta-fastq
rehman9852/fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	rehman9852/fasta
remimarenco/multi_fasta_glimmerhmm	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	remimarenco/multi_fasta_glimmerhmm
Res2677/Fasta_QC	exclude	insufficient metadata to establish biological FASTA use			Perl	0.0	0.0	0.0	res2677/fasta_qc
researchapps/fasta-utilities	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	researchapps/fasta-utilities
ReyhanFasta/ReyhanFasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	reyhanfasta/reyhanfasta
RezaJF/FASTA-manipulation	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	rezajf/fasta-manipulation
RHUN-N1/fastq-to-fasta-conversion-for-5S-Tadnem-Repeat-Arrays-	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	rhun-n1/fastq-to-fasta-conversion-for-5s-tadnem-repeat-arrays-
RHYNLDVCE/bms-fasta_api	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	rhynldvce/bms-fasta_api
ri484/vcf2alnfasta	include	metadata indicates biological FASTA use	Convert vcf to (aligned-)FASTA		Crystal	0.0	0.0	0.0	ri484/vcf2alnfasta
ricklevy21/fasta-gen	include	metadata indicates biological FASTA use	a web application that allows user to upload a spreadsheet of sequence data, pull matching specimen metadata from GBIF, export FASTA and Source Modifier files		JavaScript	0.0	0.0	0.0	ricklevy21/fasta-gen
rishisab/Fasta-analysis	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	rishisab/fasta-analysis
rishisab/fasta-summary	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	rishisab/fasta-summary
rkanippayoor/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq			0.0	0.0	0.0	rkanippayoor/fasta-to-fastq
rmonjaraz/fasta2ima	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	rmonjaraz/fasta2ima
rmonjaraz/fasta2onehot	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	rmonjaraz/fasta2onehot
RobertoRun/vcf-tab-to-fasta	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/vcf-tab-to-fasta		Perl	1.0	0.0	0.0	robertorun/vcf-tab-to-fasta
rockNhu/gbk2fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	rocknhu/gbk2fasta
Rodrigo-lima96/Projeto_01_analizador_fasta	include	metadata indicates biological FASTA use	Baixa, analisa e gera relatório de sequências COI via NCBI (Python + Biopython)		Python	1.0	0.0	0.0	rodrigo-lima96/projeto_01_analizador_fasta
Rodrigo4321/fasta_nexus	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	rodrigo4321/fasta_nexus
rodrigolive/fasta	include	metadata indicates biological FASTA use	language shootout fasta scripts		JavaScript	1.0	0.0	0.0	rodrigolive/fasta
rodtesillo/analizador-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	rodtesillo/analizador-fasta
rodtesillo/gc-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	rodtesillo/gc-fasta
rokzajc/rename_fasta	include	metadata indicates biological FASTA use	Automatically rename fasta and genbank files to the species name mentioned in the file	bioinformatics;fasta;genbank-files	Python	0.0	0.0	0.0	rokzajc/rename_fasta
RRVB41/analizador-secuencias-fasta	include	metadata indicates biological FASTA use	Herramienta en Python basada en Programación Orientada a Objetos para el análisis de archivos FASTA		Python	0.0	0.0	0.0	rrvb41/analizador-secuencias-fasta
rsettlage/illumina_vector_contaminants_fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	rsettlage/illumina_vector_contaminants_fasta
rtobiaskoch/fasta_replace	exclude	insufficient metadata to establish biological FASTA use			R	0.0	0.0	0.0	rtobiaskoch/fasta_replace
Ruberoshido/fasta.ai	exclude	metadata indicates unrelated use of FASTA term/acronym	fast.ai 2022			0.0	0.0	0.0	ruberoshido/fasta.ai
RuikangSun/Fasta2A3m	include	repository name indicates FASTA conversion/handling	ColabFold MSA批量处理脚本。		Python	0.0	0.0	0.0	ruikangsun/fasta2a3m
s-yc25/-ID-fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	s-yc25/-id-fasta
s28395/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	s28395/fasta
s30641/PBIO_Zadanie_FASTA	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	s30641/pbio_zadanie_fasta
sabifo4/fasta-phylip-partitions	include	metadata indicates biological FASTA use	Convert from fasta to phylip format and generate partitioned data if needed	bioinformatics-pipeline;codon-positions;fasta-phylip-format;partitioned-alignments	Perl	3.0	0.0	0.0	sabifo4/fasta-phylip-partitions
Sachi5366/FASTA-reverse	include	repository name indicates FASTA sequence handling			C++	0.0	0.0	0.0	sachi5366/fasta-reverse
sadaqat17/FASTA-to-Table-and-Table-to-FASTA-Conversion	include	metadata indicates biological FASTA use	This repository contains Python scripts to convert biological sequence data between FASTA and CSV formats		Python	0.0	0.0	0.0	sadaqat17/fasta-to-table-and-table-to-fasta-conversion
saharismail1998/BIO-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	saharismail1998/bio-fasta
saitomics/extractPeptidesFromFasta	include	metadata indicates biological FASTA use	extractPeptidesFromFasta		Python	1.0	0.0	0.0	saitomics/extractpeptidesfromfasta
sakshihgupta-ux/FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sakshihgupta-ux/fasta
salariumsegue/fasta-app	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	salariumsegue/fasta-app
Saloni21098/Inovirus_processed_multifasta	include	metadata indicates biological FASTA use	Extracted subsequences from multifasta file InovirusM13.fasta and IVM13.bed, removed them, and created Bed_2.bed. Reversed complemented the extracted seqs. Introduced random 1 nt change in the extracted seqs to form processed seqs. Inserted the processed seqs back into primary multifasta fileand saved as new_file.fasta.		Python	0.0	0.0	0.0	saloni21098/inovirus_processed_multifasta
Sam-Sims/hashfasta	include	metadata indicates biological FASTA use	Very quickly compute hashes for FASTA/FASTQ files considering **only** the sequence content.	bioinformatics;fasta;fastq;rust	Rust	4.0	0.0	0.0	sam-sims/hashfasta
sambiostat/Fasta2Gnashy	include	metadata indicates biological FASTA use	Code filter and convert the raw sequencing data to .gnashy file		Python	0.0	0.0	0.0	sambiostat/fasta2gnashy
sameerd/subsample-fasta	exclude	insufficient metadata to establish biological FASTA use			Rust	1.0	0.0	0.0	sameerd/subsample-fasta
samet-ozkan/Fasta	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	This project creates diagonals for FASTA algorithm.	bioinformatics;diagonal;fasta;fasta-sequence;fasta-sequences	Java	0.0	0.0	0.0	samet-ozkan/fasta
samirbhoir/fasta	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	samirbhoir/fasta
SammedMandape/FASTA_ID_conversion	exclude	insufficient metadata to establish biological FASTA use			Perl	0.0	0.0	0.0	sammedmandape/fasta_id_conversion
samvedk-17/FASTA-Schneider	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	samvedk-17/fasta-schneider
sanchayjain28/fasta-api	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sanchayjain28/fasta-api
sandeepartham9/python-fasta	exclude	insufficient metadata to establish biological FASTA use	sciencecom project		Python	0.0	0.0	0.0	sandeepartham9/python-fasta
sandipchatterjee/fasta-tryp	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sandipchatterjee/fasta-tryp
sandrahoffberg/Combfold-prepare-fasta	exclude	insufficient metadata to establish biological FASTA use			Shell	0.0	0.0	0.0	sandrahoffberg/combfold-prepare-fasta
sangeetadhruw-hash/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sangeetadhruw-hash/fasta
sangnguyen1006/family-with-fasta-env	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sangnguyen1006/family-with-fasta-env
Sanrrone/splitfasta	include	metadata indicates biological FASTA use	Python script to split your multifasta file into N (well build) fastas		Python	0.0	0.0	0.0	sanrrone/splitfasta
sapnaeggubr96-gif/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sapnaeggubr96-gif/fasta
sarahbiotech/FastA-Analyzer	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	sarahbiotech/fasta-analyzer
sarahbiotech/FASTA-Gene-Analyzer	include	metadata indicates biological FASTA use			HTML	0.0	0.0	0.0	sarahbiotech/fasta-gene-analyzer
SarahTandon/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sarahtandon/fasta
sarahtandon12/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sarahtandon12/fasta
Sararl27/fasta-partitioner	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sararl27/fasta-partitioner
sauverpro/goFasta	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	sauverpro/gofasta
schultzm/GFFtoFASTA	include	metadata indicates biological FASTA use	Convert GFF format files to multi-FASTA		Python	0.0	0.0	0.0	schultzm/gfftofasta
Sci-Glo/fasta-analysis	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	sci-glo/fasta-analysis
sczerski/format_fasta_for_MED	include	repository name indicates FASTA sequence handling	An automated script for use in the oligotyping/Minimum Entropy Decomposition (MED) pipeline.		Python	0.0	0.0	0.0	sczerski/format_fasta_for_med
sdigregorio/fasta_manipulation	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	sdigregorio/fasta_manipulation
SDillmore/fasta_strip	include	metadata indicates biological FASTA use	Holds a simple program to remove internal newline characters		Python	0.0	0.0	0.0	sdillmore/fasta_strip
sds22892/bfx_fasta_scripts	include	metadata indicates biological FASTA use	fasta common scripts --biocode		Perl	0.0	0.0	0.0	sds22892/bfx_fasta_scripts
sebschmi/fasta-cleaner	include	repository name indicates FASTA sequence handling			Rust	0.0	0.0	0.0	sebschmi/fasta-cleaner
seltmann/PlantFasta	exclude	insufficient metadata to establish biological FASTA use			Python	1.0	0.0	0.0	seltmann/plantfasta
Seraff/fasta_set_operations	include	metadata indicates biological FASTA use	Simple wrapper above SeqKit for basic set operators (intersection, subtraction, etc.)		Shell	1.0	0.0	0.0	seraff/fasta_set_operations
SertacCebeci/fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	basic p5 game 		JavaScript	0.0	0.0	0.0	sertaccebeci/fasta
SeyiPerfect1/Fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	seyiperfect1/fasta
sgvolpe/fasta-la-vista	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	sgvolpe/fasta-la-vista
ShayanArman/Genetic-Sequencer-Using-FastA-Parser	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	shayanarman/genetic-sequencer-using-fasta-parser
Shazaniyu55/fasta-moni-app	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	shazaniyu55/fasta-moni-app
shengxinzhuan/vcf2fasta	include	metadata indicates biological FASTA use			Python	1.0	0.0	0.0	shengxinzhuan/vcf2fasta
Shihaleva/Task2_fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	shihaleva/task2_fasta
shin-kinos/cif-to-fasta	include	metadata indicates biological FASTA use	A small Rust program that changes mmCIF into FASTA by using 'atom_site' Data Category.		Rust	2.0	0.0	0.0	shin-kinos/cif-to-fasta
shockolavawave/fasta_seq_type	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	shockolavawave/fasta_seq_type
shreyaknn2304-spec/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	shreyaknn2304-spec/fasta
Shubhradeep1999/Fasta_Batch_Analyzer	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	shubhradeep1999/fasta_batch_analyzer
shuko-tech/SFF2FASTA	include	repository name indicates FASTA conversion/handling	Python script to convert SFF to FASTA.		Python	0.0	0.0	0.0	shuko-tech/sff2fasta
Siarshai/FastA4Detector	exclude	metadata indicates unrelated use of FASTA term/acronym	Theese classes provide fast corner and A4 sheet detection		C++	0.0	0.0	0.0	siarshai/fasta4detector
sibelletorres/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	sibelletorres/fasta-to-fastq
Sihebo/Parse_to_fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	sihebo/parse_to_fasta
silver02050/blast-to-fasta	include	metadata indicates biological FASTA use			TypeScript	0.0	0.0	0.0	silver02050/blast-to-fasta
simonemallei/From-FASTQ-To-FASTA	include	metadata indicates biological FASTA use	Converter from reads .fq to .fa		Python	0.0	0.0	0.0	simonemallei/from-fastq-to-fasta
simonpenel/generate_CDS_fasta_PRDM9	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	simonpenel/generate_cds_fasta_prdm9
Simula-UiB/Fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	Code for timing run times of Fasta and Rasta in HElib		C++	0.0	0.0	0.0	simula-uib/fasta
siqili-duke/python-fasta	exclude	insufficient metadata to establish biological FASTA use	duke class scicomp workshop		Python	0.0	0.0	0.0	siqili-duke/python-fasta
sixxchung/dash-fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	based rusnyder / fastapi-plotly-dash		Python	1.0	0.0	0.0	sixxchung/dash-fasta
soderpop/FASTA-GC-Content-Calculator	include	repository name indicates FASTA sequence handling	what it says on the tin			0.0	0.0	0.0	soderpop/fasta-gc-content-calculator
sofiavelandiag/Fastq-and-fasta-processor	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	sofiavelandiag/fastq-and-fasta-processor
solnyshko2009/fasta-pars-process	exclude	insufficient metadata to establish biological FASTA use			Python	1.0	0.0	0.0	solnyshko2009/fasta-pars-process
somiedo/AnalisisFASTA	include	metadata indicates biological FASTA use	Análisis de archivos FASTA		Jupyter Notebook	0.0	0.0	0.0	somiedo/analisisfasta
sourabhbawage/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sourabhbawage/fasta
Souvik-369/FASTA-Analyzer-1.1	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	souvik-369/fasta-analyzer-1.1
Souvik-369/Find-Mutation-in-FASTA-seq	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	souvik-369/find-mutation-in-fasta-seq
sparavano/Lic.-Ciberseguridad-FASTA-	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	sparavano/lic.-ciberseguridad-fasta-
spencer-hs/fasta_combiner	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	spencer-hs/fasta_combiner
Sphamandla-Nko51/FASTA-PROJECTS	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	sphamandla-nko51/fasta-projects
spoletum/fasta2a-redis	include	repository name indicates FASTA conversion/handling	FastA2A Broker and Storage implementation for Redis			0.0	0.0	0.0	spoletum/fasta2a-redis
sr320/fasta2slim	include	repository name indicates FASTA conversion/handling				0.0	0.0	0.0	sr320/fasta2slim
sramosonsins/concatenate_tFasta	include	metadata indicates biological FASTA use	Concatenate different tFasta files		Shell	0.0	0.0	0.0	sramosonsins/concatenate_tfasta
sramosonsins/indexingtFasta	include	metadata indicates biological FASTA use	Index a tFasta file		C	0.0	0.0	0.0	sramosonsins/indexingtfasta
sramosonsins/mergetFasta	include	metadata indicates biological FASTA use	Merge two tFasta files		C	0.0	0.0	0.0	sramosonsins/mergetfasta
Sravz2433/fasta-to-structure	include	repository name indicates FASTA conversion/handling			Jupyter Notebook	0.0	0.0	0.0	sravz2433/fasta-to-structure
Sree-ragM/Excel2FASTA	include	metadata indicates biological FASTA use	Convert spreadsheet data into FASTA in seconds. With an intuitive interface, column selection, live preview, and one-click export, this tool makes sequence formatting fast, accurate, and hassle-free.		JavaScript	0.0	0.0	0.0	sree-ragm/excel2fasta
Srivatsava17/sample_fasta_api	exclude	insufficient metadata to establish biological FASTA use			Shell	0.0	0.0	0.0	srivatsava17/sample_fasta_api
ssorachi/fastq_to_fasta	include	metadata indicates biological FASTA use	Can be used to convert from fastq.gz to fasta.gz		Python	1.0	0.0	0.0	ssorachi/fastq_to_fasta
stanly08/KaziFasta	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	stanly08/kazifasta
stasundr/ez-fasta	exclude	insufficient metadata to establish biological FASTA use			JavaScript	0.0	0.0	0.0	stasundr/ez-fasta
statonlab/tripal_quick_fasta	include	repository name indicates FASTA sequence handling	download all features from your site for site-wide analyses		PHP	0.0	0.0	0.0	statonlab/tripal_quick_fasta
StellaHillman/convert_csv_to_fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	stellahillman/convert_csv_to_fasta
stevewhitten/ParSe_v2_FASTA_reviewed_proteome	include	metadata indicates biological FASTA use	ParSe v2 - FASTA - REVIEWED PROTEOME REFERENCE		JavaScript	0.0	0.0	0.0	stevewhitten/parse_v2_fasta_reviewed_proteome
SummerChaser/FASTA	include	metadata indicates biological FASTA use	生物信息FASTA算法 		Java	0.0	0.0	0.0	summerchaser/fasta
sunning03/convert_GenBank_To_Fasta	include	repository name indicates FASTA sequence handling	从GenBank文件中提取基因组序列		Python	0.0	0.0	0.0	sunning03/convert_genbank_to_fasta
Sunyp-IM/pdb2fasta	include	metadata indicates biological FASTA use	This is a modified version of the pbd2fasta written by Pierre Poulain for extracting primary sequences from a pdb file		Shell	0.0	0.0	0.0	sunyp-im/pdb2fasta
Superior212/Fasta-payment	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	superior212/fasta-payment
supernetcat/download_hbv_fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	supernetcat/download_hbv_fasta
suplex123/FASTA-Analysis	include	repository name indicates FASTA sequence handling	This is the code of FASTA's read and analysis,uploaded by suplex123.		Python	0.0	0.0	0.0	suplex123/fasta-analysis
Surunlang/Apis-cerana-New-gtf-and-fasta-	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	surunlang/apis-cerana-new-gtf-and-fasta-
swhfall/fasta-proj	include	metadata indicates biological FASTA use	Проект реализует два основных класса для работы с биологическими последовательностями в формате FASTA.		HTML	0.0	0.0	0.0	swhfall/fasta-proj
swuecho/fastq_2_fasta	include	metadata indicates biological FASTA use			C	1.0	0.0	0.0	swuecho/fastq_2_fasta
syamimiyusoff/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	syamimiyusoff/fasta-to-fastq
Syliacus/prokyua_fasta_full_system	exclude	metadata indicates unrelated use of FASTA term/acronym	a procurement system 		JavaScript	0.0	0.0	0.0	syliacus/prokyua_fasta_full_system
SynBioHub/fasta-conversion-plugin	exclude	insufficient metadata to establish biological FASTA use			Go	0.0	0.0	0.0	synbiohub/fasta-conversion-plugin
SynBioHub/sbh2fasta	include	metadata indicates biological FASTA use	Dumps all sequences from SynBioHub instances as FASTA		JavaScript	0.0	0.0	0.0	synbiohub/sbh2fasta
t-oginogin/merge_fasta	include	repository name indicates FASTA sequence handling			Ruby	0.0	0.0	0.0	t-oginogin/merge_fasta
t0pcup/fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	t0pcup/fasta
TacyEvangelista/analise_fasta_bacterias	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	tacyevangelista/analise_fasta_bacterias
tadahiroueta/parsing-FASTA	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	tadahiroueta/parsing-fasta
tafujino/haskell-fasta	exclude	insufficient metadata to establish biological FASTA use			Haskell	0.0	0.0	0.0	tafujino/haskell-fasta
TahmidA139/fasta_analysis	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	tahmida139/fasta_analysis
Taniastep/app-parsing-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	taniastep/app-parsing-fasta
Tanuli21/FASTA-Processor	include	metadata indicates biological FASTA use	FASTA Processor is a desktop application that is designed to analyze and manipulate biological sequence files		Python	0.0	0.0	0.0	tanuli21/fasta-processor
Tanya123t/Task_fastA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	tanya123t/task_fasta
TatyanaV/Fasta_BLAST_SQLite	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	tatyanav/fasta_blast_sqlite
taulomakotiog-afk/Vyumba-Fasta	exclude	insufficient metadata to establish biological FASTA use			TypeScript	0.0	0.0	0.0	taulomakotiog-afk/vyumba-fasta
taykalei/python-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	taykalei/python-fasta
tcsheng/python-fasta	exclude	insufficient metadata to establish biological FASTA use	Repo for SciComp workshop		Python	0.0	0.0	0.0	tcsheng/python-fasta
TEAM-ENICMA/Fasta-Fastq-Converter	include	metadata indicates biological FASTA use	A bioinformatics tool that converts Fastq into Fasta	bioinformatics-tool;genomics-analysis;next-generation-sequencing	Python	2.0	0.0	0.0	team-enicma/fasta-fastq-converter
telatin/anvi-to-fasta	include	metadata indicates biological FASTA use	minimal utility to extract contigs from anvio databases when Anvi'o is not available		C	0.0	0.0	0.0	telatin/anvi-to-fasta
teonghan/fasta_coverage_extract	include	repository name indicates FASTA sequence handling	Check fasta and discard any with value more than specified		Python	0.0	0.0	0.0	teonghan/fasta_coverage_extract
teonghan/fasta_split_rename	include	metadata indicates biological FASTA use	split fasta and rename		Python	0.0	0.0	0.0	teonghan/fasta_split_rename
tessleuthner/python-fasta	exclude	insufficient metadata to establish biological FASTA use	repository for sci comp workshop		Python	0.0	0.0	0.0	tessleuthner/python-fasta
ThachRocky/QIIME_FASTQ_TO_FASTA	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	thachrocky/qiime_fastq_to_fasta
thanstavridis/FastA_algorithm	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	Implementation of a simplified version of the FastA algorithm in the context of a project for my Master's course		Python	0.0	0.0	0.0	thanstavridis/fasta_algorithm
The-Lab-LaBella/FASTA_To-SingleLine	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	the-lab-labella/fasta_to-singleline
TheoCavinato/pyVcf2Fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	theocavinato/pyvcf2fasta
thiennk1709/fasta_cyp2d6_cnv_data	include	repository name indicates FASTA sequence handling	The data was downloaded from https://github.com/twesigomwedavid/CYP2D6-gt-algorithms			0.0	0.0	0.0	thiennk1709/fasta_cyp2d6_cnv_data
ThinkCol/fasta-skills	exclude	metadata indicates unrelated use of FASTA term/acronym	fasta.ai skills		Python	0.0	0.0	0.0	thinkcol/fasta-skills
threadtag/Fasta_utils	include	repository name indicates FASTA sequence handling			Ruby	0.0	0.0	0.0	threadtag/fasta_utils
thucnhu/convert_fastq_to_fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	thucnhu/convert_fastq_to_fasta
TiagoBelintani/fasta-loci-checker	include	metadata indicates biological FASTA use	Extract FASTA headers across multiple loci and generate presence/absence matrices, summaries, and missing-data reports.		Python	0.0	0.0	0.0	tiagobelintani/fasta-loci-checker
tiagofilipe12/gbCDS2fasta	include	metadata indicates biological FASTA use	This script retrieves CDS data from .gb files to a fasta in which each CDS is a sequence entry		Python	0.0	0.0	0.0	tiagofilipe12/gbcds2fasta
tianzhongyuan/fasta_extract_region	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	tianzhongyuan/fasta_extract_region
tiffyjmo/fasta-to-fastq	include	metadata indicates biological FASTA use	Automatically exported from code.google.com/p/fasta-to-fastq		Perl	0.0	0.0	0.0	tiffyjmo/fasta-to-fastq
tlapid14/bldb-fasta-pipeline	include	metadata indicates biological FASTA use	Pipeline for scraping BLDB and building curated beta-lactamase FASTA datasets		Python	0.0	0.0	0.0	tlapid14/bldb-fasta-pipeline
tnaums/fasta	exclude	insufficient metadata to establish biological FASTA use			Zig	0.0	0.0	0.0	tnaums/fasta
tnpcbs/fasta-and-fastq	include	metadata indicates biological FASTA use	A collection of perl scripts related to fasta and fastq files		Perl	0.0	0.0	0.0	tnpcbs/fasta-and-fastq
TohaRhymes/fastq_fasta_compressor_zaww	include	metadata indicates biological FASTA use	Tool for fasta/fastq files compression	bioinformatics-tool;compression;fasta	Python	0.0	0.0	0.0	toharhymes/fastq_fasta_compressor_zaww
Tomaszlek/RunFasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	tomaszlek/runfasta
tomgoldstein/fasta-matlab	exclude	insufficient metadata to establish biological FASTA use	A Matlab library for solving optimization problems with forward-backward splitting		Matlab	39.0	0.0	0.0	tomgoldstein/fasta-matlab
tomobe80/make-fasta-from-txt	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	tomobe80/make-fasta-from-txt
tomsauv/TREE2FASTA	include	metadata indicates biological FASTA use	Mining FASTA data from trees		Perl	1.0	0.0	0.0	tomsauv/tree2fasta
tonytam3/Final_Exam_Fasta_Prototype	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	tonytam3/final_exam_fasta_prototype
TorresAlimac/analizador-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	torresalimac/analizador-fasta
TorresAlimac/gc-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	torresalimac/gc-fasta
townke/fasta	exclude	insufficient metadata to establish biological FASTA use			C	0.0	0.0	0.0	townke/fasta
trazzaque/sequence-extraction-fasta-webscrapped-data-from-fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	trazzaque/sequence-extraction-fasta-webscrapped-data-from-fasta
trifle99/Al-dente-fasta	include	metadata indicates biological FASTA use	Python tool to perform quality control checks on fastq files to make sure they are al-dente for downstream analysis.		Python	0.0	0.0	0.0	trifle99/al-dente-fasta
truemagic-coder/fasta-upload-search	include	repository name indicates FASTA sequence handling			Rust	0.0	0.0	0.0	truemagic-coder/fasta-upload-search
trungnt13/fasta-game	exclude	metadata indicates unrelated use of FASTA term/acronym	Game Engine aim to provide better devloping environment with more convenient library and faster speed		Java	0.0	0.0	0.0	trungnt13/fasta-game
tt2357/Fasta-Qual-clique-finder	include	repository name indicates FASTA sequence handling	Names, comments and couts are in Polish, eager to translate if needed. 		C++	0.0	0.0	0.0	tt2357/fasta-qual-clique-finder
tw599/bed2fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	tw599/bed2fasta
TYCOON255/huduma_fasta1	exclude	metadata indicates unrelated use of FASTA term/acronym	service provision app  tes		TypeScript	0.0	0.0	0.0	tycoon255/huduma_fasta1
tyhouch/modify_fasta	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	tyhouch/modify_fasta
tzom/FASTA_subset	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	tzom/fasta_subset
ucheuzor/FASTA-FRONTEND	exclude	metadata indicates unrelated use of FASTA term/acronym	This is the BuildForSDG project for team-002			0.0	0.0	0.0	ucheuzor/fasta-frontend
